point_id,edge_id,sample_index,latitude,longitude,current_shade,last_1h_fraction,last_2h_fraction,last_4h_fraction,since_dawn_fraction,timestamp
demo_edge_001_0,demo_edge_001,0,42.3601,-71.0589,False,0.0,0.0,0.0,0.0,2024-06-15T14:30:00
demo_edge_001_1,demo_edge_001,1,42.36018553322589,-71.05870755072333,False,0.0,0.0,0.0,0.0,2024-06-15T14:30:00
demo_edge_001_2,demo_edge_001,2,42.360271066335336,-71.05851510144667,False,0.0,0.0,0.0,0.0,2024-06-15T14:30:00
demo_edge_001_3,demo_edge_001,3,42.36035659932836,-71.05832265217002,False,0.0,0.0,0.0,0.0,2024-06-15T14:30:00
demo_edge_001_4,demo_edge_001,4,42.36044213220495,-71.05813020289335,False,0.0,0.0,0.0,0.0,2024-06-15T14:30:00
demo_edge_001_5,demo_edge_001,5,42.360530080002086,-71.05793984022081,False,0.0,0.0,0.0,0.0,2024-06-15T14:30:00
demo_edge_001_6,demo_edge_001,6,42.360623079284366,-71.0577538421696,False,0.0,0.0,0.0,0.0,2024-06-15T14:30:00
demo_edge_001_7,demo_edge_001,7,42.36071607842901,-71.0575678441184,False,0.0,0.0,0.0,0.0,2024-06-15T14:30:00
demo_edge_001_8,demo_edge_001,8,42.36080907743599,-71.05738184606719,False,0.0,0.0,0.0,0.0,2024-06-15T14:30:00
demo_edge_001_9,demo_edge_001,9,42.36090207630532,-71.05719584801598,False,0.0,0.0,0.0,0.0,2024-06-15T14:30:00
demo_edge_001_10,demo_edge_001,10,42.36099507503703,-71.05700984996476,False,0.0,0.0,0.0,0.0,2024-06-15T14:30:00
demo_edge_001_11,demo_edge_001,11,42.361,-71.057,False,0.0,0.0,0.0,0.0,2024-06-15T14:30:00
